title,year,pages,key_words,abstract,DOI,type
Wideband Interferometry in Synthetic Aperture Sonar.,2013.0,16,Computer Networking|Big Data|Computer Science|Data structures & Algorithms|Hardware|Data Science,Wideband Interferometry in Synthetic Aperture Sonar.,journals/tgrs/SaeboSH13,full paper
Substitutive Systems and a Finitary Version of Cobham's Theorem.,2021.0,21,Computer Networking|Operating Systems|Indexing|Big Data|Distributed Systems|Data Science|Databases,Substitutive Systems and a Finitary Version of Cobham's Theorem.,journals/combinatorica/ByszewskiKK21,poster
Service-Oriented Atmospheric Radiances (SOAR): Gridding and Analysis Services for Multisensor Aqua IR Radiance Data for Climate Studies.,2009.0,29,Databases|Computer Architecture|Computer Networking|Data Processing|Operating Systems|Databases,Service-Oriented Atmospheric Radiances (SOAR): Gridding and Analysis Services for Multisensor Aqua IR Radiance Data for Climate Studies.,journals/tgrs/HalemMTSYCN09,short paper
A statistical feature data mining framework for constructing scholars' career trajectories in academic data.,2022.0,11,Databases|Computer Architecture|Data Processing|Big Data|Distributed Systems|Computer Science|Databases|Data Modeling,A statistical feature data mining framework for constructing scholars' career trajectories in academic data.,journals/asc/ShaoYXW22,poster
Comment on the Public Key Substitution Attacks.,2005.0,14,Computer Architecture|Data Processing|Languages & Compilers|Operating Systems|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Machine Learning,Comment on the Public Key Substitution Attacks.,journals/ijnsec/ChenZW05,full paper
Optimization driven multi-hop network design and experimentation: the approach of the FP7 project OPNEX.,2012.0,16,Databases|MLOps|Languages & Compilers|Computer Networking|Operating Systems|Big Data|Hardware|Data Science|Machine Learning,Optimization driven multi-hop network design and experimentation: the approach of the FP7 project OPNEX.,journals/cm/ChoumasKKKTJGBMSSL12,poster
Fundamentals of Implementing Real-Time Control Applications in Distributed Computer Systems.,1998.0,18,Databases|Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Operating Systems|MLOps|Big Data|Computer Science|Information Systems|Hardware|Data Science|Machine Learning|Data Modeling,Fundamentals of Implementing Real-Time Control Applications in Distributed Computer Systems.,journals/rts/Torngren98,demo paper
Exponential stability and solution bounds for systems with bounded nonlinearities.,2003.0,28,Computer Architecture|Computer Networking|Languages & Compilers|Operating Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science|Databases|Machine Learning,Exponential stability and solution bounds for systems with bounded nonlinearities.,journals/tac/ZevinP03,short paper
Dual-Input Transformer: An End-to-End Model for Preoperative Assessment of Pathological Complete Response to Neoadjuvant Chemotherapy in Breast Cancer Ultrasonography.,2023.0,16,Databases|Computer Architecture|Computer Networking|Hardware|Data Science,Dual-Input Transformer: An End-to-End Model for Preoperative Assessment of Pathological Complete Response to Neoadjuvant Chemotherapy in Breast Cancer Ultrasonography.,journals/titb/TongLGCBYWJT23,poster
A new rough cloud AHP method for risk evaluation of public-private partnership projects.,2022.0,27,MLOps|Indexing|Big Data|Information Systems|Data structures & Algorithms|Data Science|Data Modeling,A new rough cloud AHP method for risk evaluation of public-private partnership projects.,journals/soco/SongZZCZ22,short paper
Adaptive Sliding Mode Based Stabilization Control for the Class of Underactuated Mechanical Systems.,2021.0,23,Databases|Data Modeling|Mathematics for Computer Science,Adaptive Sliding Mode Based Stabilization Control for the Class of Underactuated Mechanical Systems.,journals/access/RehmanMDMA21,full paper
CAHR: A Contextually Adaptive Home-Based Rehabilitation Framework.,2015.0,19,Databases|Computer Architecture|Languages & Compilers|Operating Systems|Big Data|Distributed Systems|Information Systems|Hardware|Data Science,CAHR: A Contextually Adaptive Home-Based Rehabilitation Framework.,journals/tim/KarimeEDHGE15,poster
Optimal control of the behavior of solutions of an initial boundary value problem simulating rotation of a solid with an elastic rod.,2015.0,28,Databases|MLOps|Data Processing|Computer Networking|Big Data|Distributed Systems|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science|Databases|Machine Learning,Optimal control of the behavior of solutions of an initial boundary value problem simulating rotation of a solid with an elastic rod.,journals/accs/KubyshkinT15,full paper
Parallelizing a finite element solver in computational hemodynamics.,2018.0,28,Databases|Computer Architecture|MLOps|Languages & Compilers|Indexing|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Machine Learning|Data Modeling,Parallelizing a finite element solver in computational hemodynamics.,journals/ijhpca/AuricchioFLMRTV18,short paper
DA-DRLS: Drift adaptive deep reinforcement learning based scheduling for IoT resource management.,2019.0,29,Databases|Computer Architecture|Languages & Compilers|Indexing|Hardware|Data Modeling,DA-DRLS: Drift adaptive deep reinforcement learning based scheduling for IoT resource management.,journals/jnca/ChowdhuryRN19,poster
Lattice pseudoeffect algebras as double residuated structures.,2011.0,12,Computer Architecture|Computer Networking|Data Processing|MLOps|Operating Systems|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Lattice pseudoeffect algebras as double residuated structures.,journals/soco/FoulisPV11,poster
A tandem queueing model with coupled processors.,2003.0,19,Databases|Indexing|Big Data|Information Systems|Data structures & Algorithms,A tandem queueing model with coupled processors.,journals/orl/ResingO03,short paper
Geoinformatics education in China.,2014.0,26,Databases|Computer Networking|Languages & Compilers|Operating Systems|Indexing|Information Systems|Data structures & Algorithms|Hardware|Data Science|Machine Learning|Data Modeling,Geoinformatics education in China.,journals/gsis/LiGY14,demo paper
Review Paper: Roundtable on Bioterrorism Detection: Information System-based Surveillance.,2002.0,29,Databases|Computer Architecture|Computer Networking|Languages & Compilers|Indexing|Distributed Systems|Information Systems|Data Science,Review Paper: Roundtable on Bioterrorism Detection: Information System-based Surveillance.,journals/jamia/LoberKWODFTMET02,demo paper
An efficient and scalable approach for mining subgraphs in a single large graph.,2022.0,14,Databases|Computer Architecture|MLOps|Information Systems|Data structures & Algorithms|Data Science|Machine Learning|Data Modeling,An efficient and scalable approach for mining subgraphs in a single large graph.,journals/apin/NguyenNVZLYN22,full paper
The Changing Library Environment.,1994.0,11,Computer Architecture|MLOps|Languages & Compilers|Big Data|Distributed Systems|Mathematics for Computer Science|Data structures & Algorithms|Hardware,The Changing Library Environment.,journals/libt/Martin94,poster
Design Optimization of Redundantly Actuated Cable-Driven Parallel Robots for Automated Warehouse System.,2020.0,14,Databases|Languages & Compilers|Data Processing|Operating Systems|Information Systems|Machine Learning|Data Modeling,Design Optimization of Redundantly Actuated Cable-Driven Parallel Robots for Automated Warehouse System.,journals/access/ZhangSZC20,short paper
Spinal alignment measurement in standing position using stereo-view roentgenography without positional calibration.,2007.0,20,MLOps|Computer Networking|Operating Systems|Indexing|Big Data|Distributed Systems|Computer Science|Information Systems|Data Science|Machine Learning|Data Modeling,Spinal alignment measurement in standing position using stereo-view roentgenography without positional calibration.,journals/scjapan/TashiroNTYUYOT07,poster
A survey of techniques for architecting SLC/MLC/TLC hybrid Flash memory-based SSDs.,2018.0,11,MLOps|Data Processing|Languages & Compilers|Distributed Systems|Data Science|Databases,A survey of techniques for architecting SLC/MLC/TLC hybrid Flash memory-based SSDs.,journals/concurrency/AlsalibiMAS18,full paper
IO and OI. II.,1978.0,20,Databases|MLOps|Computer Networking|Indexing|Distributed Systems|Computer Science|Information Systems|Hardware|Data Science|Machine Learning|Data Modeling,IO and OI. II.,journals/jcss/EngelfrietS78,short paper
A clarification of confirmatory composite analysis (CCA).,2021.0,10,Computer Architecture|MLOps|Operating Systems|Indexing|Distributed Systems|Mathematics for Computer Science|Information Systems|Hardware|Data Science|Databases,A clarification of confirmatory composite analysis (CCA).,journals/ijinfoman/HubonaSH21,full paper
Computationally efficient optimization models for preliminary distillation column design and separation energy targeting.,2020.0,29,MLOps|Operating Systems|Indexing|Distributed Systems|Computer Science,Computationally efficient optimization models for preliminary distillation column design and separation energy targeting.,journals/cce/RyuM20,full paper
Construction of Large Sets of Pairwise Disjoint Transitive Triple Systems.,1983.0,21,MLOps|Data Processing|Indexing|Big Data|Distributed Systems|Information Systems|Data structures & Algorithms|Data Science|Machine Learning,Construction of Large Sets of Pairwise Disjoint Transitive Triple Systems.,journals/ejc/LindnerS83,poster
"Words, Videos, and Popes.",2019.0,19,Databases|Computer Architecture|MLOps|Languages & Compilers|Data Processing|Big Data|Mathematics for Computer Science|Information Systems|Data Science|Databases,"Words, Videos, and Popes.",journals/cse/Day19a,poster
Solving Some Affine Equations over Finite Fields.,2020.0,16,Databases|MLOps|Languages & Compilers|Operating Systems|Data Science|Data Modeling,Solving Some Affine Equations over Finite Fields.,journals/iacr/MesnagerKCL20,demo paper
Editorial: State of the Journal.,2014.0,17,Databases|MLOps|Languages & Compilers|Computer Networking|Operating Systems|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Databases|Data Modeling,Editorial: State of the Journal.,journals/pami/Forsyth14,full paper
Research on Cluster Economy Operation Model Considering Customer Satisfaction.,2022.0,24,Databases|Computer Architecture|Computer Networking|Languages & Compilers|Operating Systems|Computer Science|Mathematics for Computer Science|Machine Learning,Research on Cluster Economy Operation Model Considering Customer Satisfaction.,journals/access/ZhaoXLTLDL22,poster
