name,area,type
Design and Implementation of Web Services Middleware to Support Fair Non-Repudiable Interactions.,Mathematics for Computer Science,paper
Design and Implementation of Web Services Middleware to Support Fair Non-Repudiable Interactions.,Data structures & Algorithms,paper
Design and Implementation of Web Services Middleware to Support Fair Non-Repudiable Interactions.,Data Science,paper
Design and Implementation of Web Services Middleware to Support Fair Non-Repudiable Interactions.,Data Modeling,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,MLOps,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,Languages & Compilers,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,Computer Networking,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,Operating Systems,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,Big Data,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,Distributed Systems,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,Information Systems,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,Data structures & Algorithms,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,Data Science,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,Machine Learning,paper
The role and problems of legal culture in the social security of the population of the Republic of Kazakhstan.,Data Modeling,paper
Consistency degrees of theories in some systems of propositional fuzzy logic.,Computer Architecture,paper
Consistency degrees of theories in some systems of propositional fuzzy logic.,MLOps,paper
Consistency degrees of theories in some systems of propositional fuzzy logic.,Languages & Compilers,paper
Consistency degrees of theories in some systems of propositional fuzzy logic.,Distributed Systems,paper
Consistency degrees of theories in some systems of propositional fuzzy logic.,Data Science,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Data Management,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Data Processing,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Operating Systems,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Indexing,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Distributed Systems,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Computer Science,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Mathematics for Computer Science,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Hardware,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Data Science,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Databases,paper
Explorations into Virtual Architecture: A HIT Lab Gallery.,Machine Learning,paper
Investigating voice in action teams: a critical review.,MLOps,paper
Investigating voice in action teams: a critical review.,Data Processing,paper
Investigating voice in action teams: a critical review.,Computer Networking,paper
Investigating voice in action teams: a critical review.,Distributed Systems,paper
Investigating voice in action teams: a critical review.,Computer Science,paper
Investigating voice in action teams: a critical review.,Mathematics for Computer Science,paper
Investigating voice in action teams: a critical review.,Data structures & Algorithms,paper
Investigating voice in action teams: a critical review.,Databases,paper
Investigating voice in action teams: a critical review.,Data Modeling,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Computer Architecture,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Computer Networking,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Data Processing,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Languages & Compilers,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,MLOps,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Computer Science,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Information Systems,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Hardware,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Data Science,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Databases,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Machine Learning,paper
Higher-order correlations in non-stationary parallel spike trains: statistical modeling and inference.,Data Modeling,paper
Survey of security services on group communications.,Data Management,paper
Survey of security services on group communications.,Computer Networking,paper
Survey of security services on group communications.,Distributed Systems,paper
Survey of security services on group communications.,Computer Science,paper
Survey of security services on group communications.,Information Systems,paper
Survey of security services on group communications.,Data Science,paper
Survey of security services on group communications.,Machine Learning,paper
Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,Data Management,paper
Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,MLOps,paper
Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,Operating Systems,paper
Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,Indexing,paper
Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,Big Data,paper
Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,Data Science,paper
Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,Databases,paper
Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,Machine Learning,paper
Deterministic Extractors for Bit-Fixing Sources and Exposure-Resilient Cryptography.,Data Modeling,paper
Cognitive strategies observed during problem solving with LOGO.,Computer Architecture,paper
Cognitive strategies observed during problem solving with LOGO.,Computer Science,paper
Cognitive strategies observed during problem solving with LOGO.,Data structures & Algorithms,paper
Cognitive strategies observed during problem solving with LOGO.,Hardware,paper
Cognitive strategies observed during problem solving with LOGO.,Data Science,paper
Beat Tracking for Multiple Applications: A Multi-Agent System Architecture With State Recovery.,Computer Architecture,paper
Beat Tracking for Multiple Applications: A Multi-Agent System Architecture With State Recovery.,Computer Networking,paper
Beat Tracking for Multiple Applications: A Multi-Agent System Architecture With State Recovery.,Data Processing,paper
Beat Tracking for Multiple Applications: A Multi-Agent System Architecture With State Recovery.,Operating Systems,paper
Beat Tracking for Multiple Applications: A Multi-Agent System Architecture With State Recovery.,Distributed Systems,paper
Beat Tracking for Multiple Applications: A Multi-Agent System Architecture With State Recovery.,Mathematics for Computer Science,paper
Beat Tracking for Multiple Applications: A Multi-Agent System Architecture With State Recovery.,Information Systems,paper
Beat Tracking for Multiple Applications: A Multi-Agent System Architecture With State Recovery.,Data structures & Algorithms,paper
