title,author
Machine learning enabled discovery of application dependent design principles for two-dimensional materials.,Victor Venturi
Machine learning enabled discovery of application dependent design principles for two-dimensional materials.,Zeeshan Ahmad
On Data Quality Assurance and Conflation Entanglement in Crowdsourcing for Environmental Studies.,Christopher I. Higgins
On Data Quality Assurance and Conflation Entanglement in Crowdsourcing for Environmental Studies.,Crona Hodges
On Data Quality Assurance and Conflation Entanglement in Crowdsourcing for Environmental Studies.,Didier G. Leibovici
On Data Quality Assurance and Conflation Entanglement in Crowdsourcing for Environmental Studies.,Julian F. Rosser
On Data Quality Assurance and Conflation Entanglement in Crowdsourcing for Environmental Studies.,Mike J. Jackson
Comparing volatility forecasting models during the global financial crisis.,Ricardo F. Couto
Vehicle scheduling problems with two agents on a line.,Peihai Liu
Vehicle scheduling problems with two agents on a line.,Xiwen Lu
Application of the Theory of Brainstorming in Visual Teaching of Music.,Nan Lin
A feature-based image registration algorithm using improved chain-code representation combined with invariant moments.,Xiaolong Dai
Analysis of velocity-components decoupled projection method for the incompressible Navier-Stokes equations.,Jung-Il Choi
Analysis of velocity-components decoupled projection method for the incompressible Navier-Stokes equations.,Kyoungyoun Kim
Analysis of velocity-components decoupled projection method for the incompressible Navier-Stokes equations.,Xiaomin Pan
Situation-based and self-adaptive applications for the smart environment.,Anu Purhonen
Situation-based and self-adaptive applications for the smart environment.,Eila Ovaska
Situation-based and self-adaptive applications for the smart environment.,Jarkko Kuusijärvi
Situation-based and self-adaptive applications for the smart environment.,Susanna Pantsar-Syväniemi
Mobility robustness optimization in self-organizing LTE femtocell networks.,Wei Zheng 0001
Mobility robustness optimization in self-organizing LTE femtocell networks.,Xiangming Wen
Mobility robustness optimization in self-organizing LTE femtocell networks.,Xiaoli Chu
Application of fuzzy finite difference scheme for the non-homogeneous fuzzy heat equation.,J. Rashidinia
Application of fuzzy finite difference scheme for the non-homogeneous fuzzy heat equation.,Reza Ezzati
Application of fuzzy finite difference scheme for the non-homogeneous fuzzy heat equation.,S. Zabihi
New Delay-Dependent Synchronization Criteria of Complex Dynamical Networks With Time-Varying Coupling Delay Based on Sampled-Data Control via New Integral Inequality.,Prem Junsawang
New Delay-Dependent Synchronization Criteria of Complex Dynamical Networks With Time-Varying Coupling Delay Based on Sampled-Data Control via New Integral Inequality.,Thongchai Botmart
New Delay-Dependent Synchronization Criteria of Complex Dynamical Networks With Time-Varying Coupling Delay Based on Sampled-Data Control via New Integral Inequality.,Wajaree Weera
Asynchronous Operations in Distributed Concurrency Control.,Subhash Bhalla
"Preliminary identification of earthquake triggered multi-hazard and risk in Pleret Sub-District (Yogyakarta, Indonesia).",Christopher A. Gomez
"Preliminary identification of earthquake triggered multi-hazard and risk in Pleret Sub-District (Yogyakarta, Indonesia).",Danang Sri Hadmoko
"Preliminary identification of earthquake triggered multi-hazard and risk in Pleret Sub-District (Yogyakarta, Indonesia).",Ioannis Delikostidis
"Preliminary identification of earthquake triggered multi-hazard and risk in Pleret Sub-District (Yogyakarta, Indonesia).",Junun Sartohadi
"Preliminary identification of earthquake triggered multi-hazard and risk in Pleret Sub-District (Yogyakarta, Indonesia).",Peyman Zawar-Reza
Exploration of Planetary Hyperspectral Images with Unsupervised Spectral Unmixing: A Case Study of Planet Mars.,Jocelyn Chanussot
Exploration of Planetary Hyperspectral Images with Unsupervised Spectral Unmixing: A Case Study of Planet Mars.,Jun Liu 0072
Exploration of Planetary Hyperspectral Images with Unsupervised Spectral Unmixing: A Case Study of Planet Mars.,Sylvain Douté
Force and Moment Compensation Method Based on Three Degree-of-Freedom Stiffness-Damping Identification for Manipulator Docking Hardware-In-The-Loop Simulation System.,Junwei Han
Force and Moment Compensation Method Based on Three Degree-of-Freedom Stiffness-Damping Identification for Manipulator Docking Hardware-In-The-Loop Simulation System.,Simiao Yu
Force and Moment Compensation Method Based on Three Degree-of-Freedom Stiffness-Damping Identification for Manipulator Docking Hardware-In-The-Loop Simulation System.,Yu Yang 0006
Force and Moment Compensation Method Based on Three Degree-of-Freedom Stiffness-Damping Identification for Manipulator Docking Hardware-In-The-Loop Simulation System.,Zhiyong Qu
Modular segregation of task-dependent brain networks contributes to the development of executive function in children.,Feiyan Chen
Modular segregation of task-dependent brain networks contributes to the development of executive function in children.,Huafeng Liu
Modular segregation of task-dependent brain networks contributes to the development of executive function in children.,Jian Weng 0003
Modular segregation of task-dependent brain networks contributes to the development of executive function in children.,Yuzheng Hu
An accurate and universal approach for short-exposure-time microscopy image enhancement.,Fang Chen
An accurate and universal approach for short-exposure-time microscopy image enhancement.,Hongen Liao
An accurate and universal approach for short-exposure-time microscopy image enhancement.,Jia Liu 0010
An accurate and universal approach for short-exposure-time microscopy image enhancement.,Liangyi Chen
An accurate and universal approach for short-exposure-time microscopy image enhancement.,Xinran Zhang
Assessing Student Performance and Perceptions in Lecture Capture vs. Face-to-Face Course Delivery.,Patrick Moskal
Assessing Student Performance and Perceptions in Lecture Capture vs. Face-to-Face Course Delivery.,Patsy D. Moskal
Assessing Student Performance and Perceptions in Lecture Capture vs. Face-to-Face Course Delivery.,Thomas Martin
Static and buckling analysis of functionally graded Timoshenko nanobeams.,A. M. Sadoun
Static and buckling analysis of functionally graded Timoshenko nanobeams.,Fatema-Alzahraa Omar
Static and buckling analysis of functionally graded Timoshenko nanobeams.,M. A. Eltaher 0001
Influenza surveillance and forecast with smartphone sensors.,Sang Hoon Lee
Influenza surveillance and forecast with smartphone sensors.,Yunmook Nah
Finite-time stability analysis for fractional-order Cohen-Grossberg BAM neural networks with time delays.,Muthukumar Palanisamy
Finite-time stability analysis for fractional-order Cohen-Grossberg BAM neural networks with time delays.,Rajivganthi Chinnathambi
Finite-time stability analysis for fractional-order Cohen-Grossberg BAM neural networks with time delays.,Shanmugam Lakshmanan
Electrodeless Heart and Respiratory Rate Estimation during Sleep Using a Single Fabric Band and Event-Based Edge Processing.,Gough Y. Lui
Electrodeless Heart and Respiratory Rate Estimation during Sleep Using a Single Fabric Band and Event-Based Edge Processing.,Paul P. Breen
Electrodeless Heart and Respiratory Rate Estimation during Sleep Using a Single Fabric Band and Event-Based Edge Processing.,Titus Jayarathna
Variational evolution of one-dimensional Lennard-Jones systems.,Anneliese Defranceschi
Variational evolution of one-dimensional Lennard-Jones systems.,Enrico Vitali
Grid-Based Mobile Robot Path Planning Using Aging-Based Ant Colony Optimization Algorithm in Static and Dynamic Environments.,Amjad J. Humaidi
Grid-Based Mobile Robot Path Planning Using Aging-Based Ant Colony Optimization Algorithm in Static and Dynamic Environments.,Fatin Hassan Ajeil
Grid-Based Mobile Robot Path Planning Using Aging-Based Ant Colony Optimization Algorithm in Static and Dynamic Environments.,Ibraheem Kasim Ibraheem
Short- and Long-range Neural Synchrony in Grapheme-Color Synesthesia.,Gregor Volberg
Short- and Long-range Neural Synchrony in Grapheme-Color Synesthesia.,Mark W. Greenlee
Short- and Long-range Neural Synchrony in Grapheme-Color Synesthesia.,Stefanie Birkner
Co-processing heterogeneous parallel index for multi-dimensional datasets.,Jinwoong Kim
Comparison of Linear Prediction Models for Audio Signals.,Toon van Waterschoot
A Compact Hardware Architecture for Bilateral Filter With the Combination of Approximate Computing and Look-Up Table.,Lei Chen 0068
A Compact Hardware Architecture for Bilateral Filter With the Combination of Approximate Computing and Look-Up Table.,Pingcheng Dong
A Compact Hardware Architecture for Bilateral Filter With the Combination of Approximate Computing and Look-Up Table.,Ruoheng Yao
A Compact Hardware Architecture for Bilateral Filter With the Combination of Approximate Computing and Look-Up Table.,Zhuoyu Chen
"A Faster, Unbiased Path Opening by Upper Skeletonization and Weighted Adjacency Graphs.",Teo Asplund
Editorial: Soft Robotics Based on Electroactive Polymers.,Guoying Gu
Editorial: Soft Robotics Based on Electroactive Polymers.,Gürsel Alici
Editorial: Soft Robotics Based on Electroactive Polymers.,Herbert Shea
Editorial: Soft Robotics Based on Electroactive Polymers.,Stefan Seelecke
SNOD: a fast sampling method of exploring node orbit degrees for large graphs.,Junzhou Zhao
SNOD: a fast sampling method of exploring node orbit degrees for large graphs.,Pinghui Wang
SNOD: a fast sampling method of exploring node orbit degrees for large graphs.,Xiangliang Zhang 0001
SNOD: a fast sampling method of exploring node orbit degrees for large graphs.,Xiaohong Guan
Error analysis and performance optimization of fast hierarchical backprojection algorithms.,Yoram Bresler
IBM France La Gaude Laboratory Contributions to Telecommunications: Part 2.,Claude R. Galand
IBM France La Gaude Laboratory Contributions to Telecommunications: Part 2.,Cuong Ngo Mai
IBM France La Gaude Laboratory Contributions to Telecommunications: Part 2.,Etienne Gorog
IBM France La Gaude Laboratory Contributions to Telecommunications: Part 2.,Marc Boisseau
IBM France La Gaude Laboratory Contributions to Telecommunications: Part 2.,Michel Bastian
IBM France La Gaude Laboratory Contributions to Telecommunications: Part 2.,Michel Humbert
IBM France La Gaude Laboratory Contributions to Telecommunications: Part 2.,Philippe Hernandez
IBM France La Gaude Laboratory Contributions to Telecommunications: Part 2.,Pierre Secondo
IBM France La Gaude Laboratory Contributions to Telecommunications: Part 2.,Robert Cohendet
IBM France La Gaude Laboratory Contributions to Telecommunications: Part 2.,Robert F. Steen
Distributed orbit determination and observability analysis for satellite constellations with angles-only measurements.,Lei Chen
Distributed orbit determination and observability analysis for satellite constellations with angles-only measurements.,Yunpeng Hu
Pulse width modulation for multi-agent systems.,Karl Henrik Johansson
Pulse width modulation for multi-agent systems.,Tongwen Chen
Pulse width modulation for multi-agent systems.,Xiangyu Meng 0001
Pulse width modulation for multi-agent systems.,Ziyang Meng
Supervisory control of hybrid systems.,Michael D. Lemmon
Supervisory control of hybrid systems.,Panos J. Antsaklis
Supervisory control of hybrid systems.,Xenofon D. Koutsoukos
Model-free reconfiguration mechanism for fault tolerance.,Joseph-Julien Yamé
